Barcode,difference_label
s_008um_00156_00685-1,False Negative
s_008um_00157_00346-1,False Negative
s_008um_00157_00347-1,False Negative
s_008um_00157_00348-1,False Negative
s_008um_00157_00512-1,False Negative
s_008um_00157_00513-1,False Negative
s_008um_00157_00514-1,False Negative
s_008um_00157_00515-1,False Negative
s_008um_00157_00622-1,False Negative
s_008um_00157_00623-1,False Negative
s_008um_00157_00624-1,False Negative
s_008um_00157_00658-1,False Negative
s_008um_00157_00659-1,False Negative
s_008um_00157_00660-1,False Negative
s_008um_00157_00661-1,False Negative
s_008um_00157_00690-1,False Negative
s_008um_00157_00691-1,False Negative
s_008um_00158_00625-1,False Negative
s_008um_00158_00657-1,False Negative
s_008um_00158_00658-1,False Negative
s_008um_00158_00659-1,False Negative
s_008um_00158_00660-1,False Negative
s_008um_00158_00661-1,False Negative
s_008um_00158_00662-1,False Negative
s_008um_00158_00666-1,False Negative
s_008um_00158_00689-1,False Negative
s_008um_00158_00690-1,False Negative
s_008um_00158_00691-1,False Negative
s_008um_00158_00698-1,False Negative
s_008um_00158_00699-1,False Negative
s_008um_00158_00700-1,False Negative
s_008um_00158_00701-1,False Negative
s_008um_00159_00626-1,False Negative
s_008um_00159_00662-1,False Negative
s_008um_00159_00665-1,False Negative
s_008um_00159_00666-1,False Negative
s_008um_00159_00667-1,False Negative
s_008um_00159_00698-1,False Negative
s_008um_00159_00699-1,False Negative
s_008um_00159_00700-1,False Negative
s_008um_00159_00701-1,False Negative
s_008um_00160_00294-1,False Negative
s_008um_00160_00295-1,False Negative
s_008um_00160_00626-1,False Negative
s_008um_00160_00665-1,False Negative
s_008um_00160_00666-1,False Negative
s_008um_00160_00667-1,False Negative
s_008um_00160_00668-1,False Negative
s_008um_00160_00698-1,False Negative
s_008um_00160_00699-1,False Negative
s_008um_00160_00700-1,False Negative
s_008um_00160_00701-1,False Negative
s_008um_00160_00702-1,False Negative
s_008um_00161_00294-1,False Negative
s_008um_00161_00295-1,False Negative
s_008um_00161_00296-1,False Negative
s_008um_00161_00588-1,False Negative
s_008um_00161_00626-1,False Negative
s_008um_00161_00630-1,False Negative
s_008um_00161_00631-1,False Negative
s_008um_00161_00632-1,False Negative
s_008um_00161_00665-1,False Negative
s_008um_00161_00666-1,False Negative
s_008um_00161_00667-1,False Negative
s_008um_00161_00668-1,False Negative
s_008um_00161_00672-1,False Negative
s_008um_00161_00673-1,False Negative
s_008um_00161_00674-1,False Negative
s_008um_00162_00295-1,False Negative
s_008um_00162_00296-1,False Negative
s_008um_00162_00587-1,False Negative
s_008um_00162_00588-1,False Negative
s_008um_00162_00629-1,False Negative
s_008um_00162_00630-1,False Negative
s_008um_00162_00631-1,False Negative
s_008um_00162_00632-1,False Negative
s_008um_00162_00665-1,False Negative
s_008um_00162_00666-1,False Negative
s_008um_00162_00667-1,False Negative
s_008um_00162_00668-1,False Negative
s_008um_00163_00587-1,False Negative
s_008um_00163_00588-1,False Negative
s_008um_00163_00625-1,False Negative
s_008um_00163_00631-1,False Negative
s_008um_00163_00632-1,False Negative
s_008um_00163_00665-1,False Negative
s_008um_00163_00666-1,False Negative
s_008um_00163_00667-1,False Negative
s_008um_00163_00668-1,False Negative
s_008um_00163_00672-1,False Negative
s_008um_00163_00673-1,False Negative
s_008um_00163_00674-1,False Negative
s_008um_00163_00675-1,False Negative
s_008um_00164_00587-1,False Negative
s_008um_00164_00588-1,False Negative
s_008um_00164_00622-1,False Negative
s_008um_00164_00623-1,False Negative
s_008um_00164_00624-1,False Negative
s_008um_00164_00625-1,False Negative
s_008um_00164_00662-1,False Negative
s_008um_00164_00665-1,False Negative
s_008um_00164_00666-1,False Negative
s_008um_00164_00667-1,False Negative
s_008um_00164_00668-1,False Negative
s_008um_00164_00671-1,False Negative
s_008um_00164_00672-1,False Negative
s_008um_00164_00676-1,False Negative
s_008um_00164_00689-1,False Negative
s_008um_00164_00690-1,False Negative
s_008um_00165_00587-1,False Negative
s_008um_00165_00588-1,False Negative
s_008um_00165_00622-1,False Negative
s_008um_00165_00661-1,False Negative
s_008um_00165_00662-1,False Negative
s_008um_00165_00666-1,False Negative
s_008um_00165_00667-1,False Negative
s_008um_00165_00670-1,False Negative
s_008um_00165_00677-1,False Negative
s_008um_00165_00695-1,False Negative
s_008um_00165_00702-1,False Negative
s_008um_00166_00588-1,False Negative
s_008um_00166_00657-1,False Negative
s_008um_00166_00658-1,False Negative
s_008um_00166_00659-1,False Negative
s_008um_00166_00660-1,False Negative
s_008um_00166_00661-1,False Negative
s_008um_00166_00670-1,False Negative
s_008um_00166_00695-1,False Negative
s_008um_00167_00582-1,False Negative
s_008um_00167_00659-1,False Negative
s_008um_00167_00695-1,False Negative
s_008um_00168_00341-1,False Negative
s_008um_00168_00342-1,False Negative
s_008um_00168_00579-1,False Negative
s_008um_00168_00580-1,False Negative
s_008um_00168_00581-1,False Negative
s_008um_00169_00343-1,False Negative
s_008um_00170_00576-1,False Negative
s_008um_00171_00576-1,False Negative
s_008um_00171_00577-1,False Negative
s_008um_00171_00653-1,False Negative
s_008um_00171_00700-1,False Negative
s_008um_00171_00701-1,False Negative
s_008um_00171_00702-1,False Negative
s_008um_00172_00575-1,False Negative
s_008um_00172_00576-1,False Negative
s_008um_00172_00577-1,False Negative
s_008um_00172_00652-1,False Negative
s_008um_00172_00699-1,False Negative
s_008um_00172_00700-1,False Negative
s_008um_00172_00701-1,False Negative
s_008um_00172_00702-1,False Negative
s_008um_00173_00577-1,False Negative
s_008um_00173_00652-1,False Negative
s_008um_00173_00698-1,False Negative
s_008um_00173_00699-1,False Negative
s_008um_00173_00700-1,False Negative
s_008um_00173_00701-1,False Negative
s_008um_00174_00699-1,False Negative
s_008um_00174_00700-1,False Negative
s_008um_00174_00701-1,False Negative
s_008um_00175_00626-1,False Negative
s_008um_00177_00652-1,False Negative
s_008um_00177_00653-1,False Negative
s_008um_00177_00654-1,False Negative
s_008um_00178_00481-1,False Negative
s_008um_00178_00652-1,False Negative
s_008um_00178_00653-1,False Negative
s_008um_00178_00654-1,False Negative
s_008um_00178_00655-1,False Negative
s_008um_00178_00656-1,False Negative
s_008um_00179_00482-1,False Negative
s_008um_00179_00483-1,False Negative
s_008um_00179_00484-1,False Negative
s_008um_00179_00485-1,False Negative
s_008um_00179_00486-1,False Negative
s_008um_00179_00575-1,False Negative
s_008um_00179_00576-1,False Negative
s_008um_00179_00577-1,False Negative
s_008um_00179_00652-1,False Negative
s_008um_00179_00653-1,False Negative
s_008um_00179_00654-1,False Negative
s_008um_00179_00655-1,False Negative
s_008um_00179_00656-1,False Negative
s_008um_00180_00574-1,False Negative
s_008um_00180_00575-1,False Negative
s_008um_00180_00576-1,False Negative
s_008um_00180_00577-1,False Negative
s_008um_00180_00578-1,False Negative
s_008um_00180_00688-1,False Negative
s_008um_00180_00689-1,False Negative
s_008um_00180_00690-1,False Negative
s_008um_00181_00391-1,False Negative
s_008um_00181_00392-1,False Negative
s_008um_00181_00393-1,False Negative
s_008um_00181_00574-1,False Negative
s_008um_00181_00575-1,False Negative
s_008um_00181_00576-1,False Negative
s_008um_00181_00577-1,False Negative
s_008um_00181_00578-1,False Negative
s_008um_00181_00674-1,False Negative
s_008um_00181_00675-1,False Negative
s_008um_00181_00687-1,False Negative
s_008um_00181_00688-1,False Negative
s_008um_00181_00689-1,False Negative
s_008um_00181_00690-1,False Negative
s_008um_00182_00390-1,False Negative
s_008um_00182_00391-1,False Negative
s_008um_00182_00459-1,False Negative
s_008um_00182_00460-1,False Negative
s_008um_00182_00461-1,False Negative
s_008um_00182_00462-1,False Negative
s_008um_00182_00575-1,False Negative
s_008um_00182_00576-1,False Negative
s_008um_00182_00577-1,False Negative
s_008um_00182_00578-1,False Negative
s_008um_00182_00627-1,False Negative
s_008um_00182_00628-1,False Negative
s_008um_00182_00629-1,False Negative
s_008um_00182_00630-1,False Negative
s_008um_00182_00659-1,False Negative
s_008um_00182_00660-1,False Negative
s_008um_00182_00661-1,False Negative
s_008um_00182_00662-1,False Negative
s_008um_00182_00663-1,False Negative
s_008um_00182_00673-1,False Negative
s_008um_00182_00674-1,False Negative
s_008um_00182_00675-1,False Negative
s_008um_00182_00676-1,False Negative
s_008um_00182_00686-1,False Negative
s_008um_00182_00687-1,False Negative
s_008um_00182_00688-1,False Negative
s_008um_00182_00689-1,False Negative
s_008um_00182_00690-1,False Negative
s_008um_00183_00390-1,False Negative
s_008um_00183_00460-1,False Negative
s_008um_00183_00461-1,False Negative
s_008um_00183_00577-1,False Negative
s_008um_00183_00627-1,False Negative
s_008um_00183_00628-1,False Negative
s_008um_00183_00629-1,False Negative
s_008um_00183_00630-1,False Negative
s_008um_00183_00656-1,False Negative
s_008um_00183_00659-1,False Negative
s_008um_00183_00660-1,False Negative
s_008um_00183_00661-1,False Negative
s_008um_00183_00662-1,False Negative
s_008um_00183_00663-1,False Negative
s_008um_00183_00673-1,False Negative
s_008um_00183_00674-1,False Negative
s_008um_00183_00675-1,False Negative
s_008um_00183_00676-1,False Negative
s_008um_00183_00686-1,False Negative
s_008um_00183_00687-1,False Negative
s_008um_00183_00688-1,False Negative
s_008um_00183_00689-1,False Negative
s_008um_00183_00690-1,False Negative
s_008um_00183_00702-1,False Negative
s_008um_00183_00703-1,False Negative
s_008um_00183_00704-1,False Negative
s_008um_00183_00705-1,False Negative
s_008um_00184_00627-1,False Negative
s_008um_00184_00628-1,False Negative
s_008um_00184_00629-1,False Negative
s_008um_00184_00630-1,False Negative
s_008um_00184_00674-1,False Negative
s_008um_00184_00675-1,False Negative
s_008um_00184_00676-1,False Negative
s_008um_00184_00687-1,False Negative
s_008um_00184_00688-1,False Negative
s_008um_00184_00689-1,False Negative
s_008um_00184_00702-1,False Negative
s_008um_00184_00703-1,False Negative
s_008um_00184_00704-1,False Negative
s_008um_00184_00705-1,False Negative
s_008um_00184_00706-1,False Negative
s_008um_00185_00657-1,False Negative
s_008um_00185_00675-1,False Negative
s_008um_00185_00688-1,False Negative
s_008um_00185_00689-1,False Negative
s_008um_00185_00701-1,False Negative
s_008um_00185_00702-1,False Negative
s_008um_00185_00703-1,False Negative
s_008um_00185_00704-1,False Negative
s_008um_00185_00705-1,False Negative
s_008um_00185_00706-1,False Negative
s_008um_00185_00707-1,False Negative
s_008um_00186_00625-1,False Negative
s_008um_00186_00626-1,False Negative
s_008um_00186_00636-1,False Negative
s_008um_00186_00657-1,False Negative
s_008um_00186_00700-1,False Negative
s_008um_00186_00701-1,False Negative
s_008um_00186_00702-1,False Negative
s_008um_00186_00703-1,False Negative
s_008um_00187_00625-1,False Negative
s_008um_00187_00626-1,False Negative
s_008um_00187_00627-1,False Negative
s_008um_00187_00634-1,False Negative
s_008um_00187_00635-1,False Negative
s_008um_00187_00636-1,False Negative
s_008um_00187_00637-1,False Negative
s_008um_00187_00657-1,False Negative
s_008um_00187_00700-1,False Negative
s_008um_00187_00701-1,False Negative
s_008um_00187_00702-1,False Negative
s_008um_00188_00625-1,False Negative
s_008um_00188_00626-1,False Negative
s_008um_00188_00627-1,False Negative
s_008um_00188_00634-1,False Negative
s_008um_00188_00635-1,False Negative
s_008um_00188_00636-1,False Negative
s_008um_00188_00637-1,False Negative
s_008um_00188_00656-1,False Negative
s_008um_00188_00661-1,False Negative
s_008um_00188_00662-1,False Negative
s_008um_00188_00699-1,False Negative
s_008um_00188_00700-1,False Negative
s_008um_00188_00701-1,False Negative
s_008um_00188_00702-1,False Negative
s_008um_00189_00625-1,False Negative
s_008um_00189_00626-1,False Negative
s_008um_00189_00627-1,False Negative
s_008um_00189_00635-1,False Negative
s_008um_00189_00636-1,False Negative
s_008um_00189_00637-1,False Negative
s_008um_00189_00645-1,False Negative
s_008um_00189_00646-1,False Negative
s_008um_00189_00664-1,False Negative
s_008um_00189_00699-1,False Negative
s_008um_00189_00700-1,False Negative
s_008um_00189_00701-1,False Negative
s_008um_00190_00380-1,False Negative
s_008um_00190_00381-1,False Negative
s_008um_00190_00629-1,False Negative
s_008um_00190_00630-1,False Negative
s_008um_00190_00631-1,False Negative
s_008um_00190_00632-1,False Negative
s_008um_00190_00644-1,False Negative
s_008um_00190_00645-1,False Negative
s_008um_00190_00646-1,False Negative
s_008um_00190_00647-1,False Negative
s_008um_00190_00664-1,False Negative
s_008um_00190_00665-1,False Negative
s_008um_00190_00699-1,False Negative
s_008um_00190_00700-1,False Negative
s_008um_00190_00701-1,False Negative
s_008um_00191_00379-1,False Negative
s_008um_00191_00380-1,False Negative
s_008um_00191_00381-1,False Negative
s_008um_00191_00607-1,False Negative
s_008um_00191_00628-1,False Negative
s_008um_00191_00644-1,False Negative
s_008um_00191_00645-1,False Negative
s_008um_00191_00646-1,False Negative
s_008um_00191_00647-1,False Negative
s_008um_00191_00648-1,False Negative
s_008um_00191_00664-1,False Negative
s_008um_00191_00686-1,False Negative
s_008um_00191_00687-1,False Negative
s_008um_00191_00688-1,False Negative
s_008um_00191_00699-1,False Negative
s_008um_00191_00700-1,False Negative
s_008um_00191_00701-1,False Negative
s_008um_00191_00720-1,False Negative
s_008um_00192_00379-1,False Negative
s_008um_00192_00380-1,False Negative
s_008um_00192_00381-1,False Negative
s_008um_00192_00382-1,False Negative
s_008um_00192_00419-1,False Negative
s_008um_00192_00628-1,False Negative
s_008um_00192_00643-1,False Negative
s_008um_00192_00644-1,False Negative
s_008um_00192_00645-1,False Negative
s_008um_00192_00646-1,False Negative
s_008um_00192_00647-1,False Negative
s_008um_00192_00648-1,False Negative
s_008um_00192_00685-1,False Negative
s_008um_00192_00686-1,False Negative
s_008um_00192_00687-1,False Negative
s_008um_00192_00688-1,False Negative
s_008um_00192_00689-1,False Negative
s_008um_00192_00699-1,False Negative
s_008um_00192_00700-1,False Negative
s_008um_00192_00701-1,False Negative
s_008um_00192_00720-1,False Negative
s_008um_00193_00379-1,False Negative
s_008um_00193_00380-1,False Negative
s_008um_00193_00381-1,False Negative
s_008um_00193_00628-1,False Negative
s_008um_00193_00644-1,False Negative
s_008um_00193_00645-1,False Negative
s_008um_00193_00646-1,False Negative
s_008um_00193_00647-1,False Negative
s_008um_00193_00648-1,False Negative
s_008um_00193_00685-1,False Negative
s_008um_00193_00686-1,False Negative
s_008um_00193_00687-1,False Negative
s_008um_00193_00688-1,False Negative
s_008um_00193_00689-1,False Negative
s_008um_00193_00700-1,False Negative
s_008um_00193_00701-1,False Negative
s_008um_00194_00306-1,False Negative
s_008um_00194_00380-1,False Negative
s_008um_00194_00645-1,False Negative
s_008um_00194_00646-1,False Negative
s_008um_00194_00647-1,False Negative
s_008um_00194_00665-1,False Negative
s_008um_00194_00666-1,False Negative
s_008um_00194_00685-1,False Negative
s_008um_00194_00686-1,False Negative
s_008um_00194_00687-1,False Negative
s_008um_00194_00688-1,False Negative
s_008um_00194_00689-1,False Negative
s_008um_00194_00690-1,False Negative
s_008um_00194_00691-1,False Negative
s_008um_00195_00306-1,False Negative
s_008um_00195_00636-1,False Negative
s_008um_00195_00656-1,False Negative
s_008um_00195_00657-1,False Negative
s_008um_00195_00658-1,False Negative
s_008um_00195_00669-1,False Negative
s_008um_00195_00670-1,False Negative
s_008um_00195_00685-1,False Negative
s_008um_00195_00686-1,False Negative
s_008um_00195_00719-1,False Negative
s_008um_00196_00306-1,False Negative
s_008um_00196_00636-1,False Negative
s_008um_00196_00655-1,False Negative
s_008um_00196_00656-1,False Negative
s_008um_00196_00657-1,False Negative
s_008um_00196_00658-1,False Negative
s_008um_00196_00659-1,False Negative
s_008um_00196_00669-1,False Negative
s_008um_00196_00670-1,False Negative
s_008um_00196_00671-1,False Negative
s_008um_00196_00685-1,False Negative
s_008um_00196_00716-1,False Negative
s_008um_00196_00717-1,False Negative
s_008um_00196_00718-1,False Negative
s_008um_00197_00636-1,False Negative
s_008um_00197_00655-1,False Negative
s_008um_00197_00656-1,False Negative
s_008um_00197_00657-1,False Negative
s_008um_00197_00658-1,False Negative
s_008um_00197_00659-1,False Negative
s_008um_00197_00662-1,False Negative
s_008um_00197_00670-1,False Negative
s_008um_00197_00671-1,False Negative
s_008um_00197_00672-1,False Negative
s_008um_00197_00685-1,False Negative
s_008um_00198_00419-1,False Negative
s_008um_00198_00637-1,False Negative
s_008um_00198_00655-1,False Negative
s_008um_00198_00656-1,False Negative
s_008um_00198_00657-1,False Negative
s_008um_00198_00658-1,False Negative
s_008um_00198_00659-1,False Negative
s_008um_00198_00662-1,False Negative
s_008um_00198_00663-1,False Negative
s_008um_00198_00669-1,False Negative
s_008um_00198_00670-1,False Negative
s_008um_00198_00671-1,False Negative
s_008um_00198_00672-1,False Negative
s_008um_00199_00638-1,False Negative
s_008um_00199_00656-1,False Negative
s_008um_00199_00657-1,False Negative
s_008um_00199_00658-1,False Negative
s_008um_00199_00659-1,False Negative
s_008um_00199_00663-1,False Negative
s_008um_00199_00664-1,False Negative
s_008um_00199_00665-1,False Negative
s_008um_00199_00666-1,False Negative
s_008um_00199_00667-1,False Negative
s_008um_00199_00668-1,False Negative
s_008um_00199_00669-1,False Negative
s_008um_00199_00670-1,False Negative
s_008um_00199_00671-1,False Negative
s_008um_00199_00672-1,False Negative
s_008um_00200_00633-1,False Negative
s_008um_00200_00634-1,False Negative
s_008um_00200_00635-1,False Negative
s_008um_00200_00636-1,False Negative
s_008um_00200_00667-1,False Negative
s_008um_00200_00668-1,False Negative
s_008um_00200_00669-1,False Negative
s_008um_00200_00670-1,False Negative
s_008um_00201_00415-1,False Negative
s_008um_00201_00633-1,False Negative
s_008um_00201_00634-1,False Negative
s_008um_00201_00635-1,False Negative
s_008um_00201_00636-1,False Negative
s_008um_00201_00644-1,False Negative
s_008um_00202_00415-1,False Negative
s_008um_00202_00633-1,False Negative
s_008um_00202_00634-1,False Negative
s_008um_00202_00635-1,False Negative
s_008um_00202_00643-1,False Negative
s_008um_00202_00644-1,False Negative
s_008um_00202_00645-1,False Negative
s_008um_00202_00666-1,False Negative
s_008um_00202_00667-1,False Negative
s_008um_00202_00668-1,False Negative
s_008um_00202_00669-1,False Negative
s_008um_00202_00670-1,False Negative
s_008um_00202_00676-1,False Negative
s_008um_00202_00677-1,False Negative
s_008um_00202_00693-1,False Negative
s_008um_00202_00694-1,False Negative
s_008um_00202_00695-1,False Negative
s_008um_00203_00415-1,False Negative
s_008um_00203_00666-1,False Negative
s_008um_00203_00672-1,False Negative
s_008um_00203_00676-1,False Negative
s_008um_00203_00677-1,False Negative
s_008um_00203_00678-1,False Negative
s_008um_00203_00692-1,False Negative
s_008um_00203_00693-1,False Negative
s_008um_00203_00694-1,False Negative
s_008um_00203_00695-1,False Negative
s_008um_00203_00740-1,False Negative
s_008um_00203_00741-1,False Negative
s_008um_00203_00742-1,False Negative
s_008um_00204_00415-1,False Negative
s_008um_00204_00632-1,False Negative
s_008um_00204_00633-1,False Negative
s_008um_00204_00634-1,False Negative
s_008um_00204_00666-1,False Negative
s_008um_00204_00672-1,False Negative
s_008um_00204_00673-1,False Negative
s_008um_00204_00675-1,False Negative
s_008um_00204_00676-1,False Negative
s_008um_00204_00677-1,False Negative
s_008um_00204_00678-1,False Negative
s_008um_00204_00679-1,False Negative
s_008um_00204_00691-1,False Negative
s_008um_00204_00692-1,False Negative
s_008um_00204_00693-1,False Negative
s_008um_00204_00694-1,False Negative
s_008um_00204_00695-1,False Negative
s_008um_00205_00414-1,False Negative
s_008um_00205_00419-1,False Negative
s_008um_00205_00631-1,False Negative
s_008um_00205_00632-1,False Negative
s_008um_00205_00633-1,False Negative
s_008um_00205_00634-1,False Negative
s_008um_00205_00666-1,False Negative
s_008um_00205_00672-1,False Negative
s_008um_00205_00673-1,False Negative
s_008um_00205_00674-1,False Negative
s_008um_00205_00675-1,False Negative
s_008um_00205_00676-1,False Negative
s_008um_00205_00677-1,False Negative
s_008um_00205_00678-1,False Negative
s_008um_00205_00679-1,False Negative
s_008um_00205_00691-1,False Negative
s_008um_00205_00692-1,False Negative
s_008um_00205_00693-1,False Negative
s_008um_00205_00694-1,False Negative
s_008um_00206_00413-1,False Negative
s_008um_00206_00419-1,False Negative
s_008um_00206_00551-1,False Negative
s_008um_00206_00552-1,False Negative
s_008um_00206_00553-1,False Negative
s_008um_00206_00554-1,False Negative
s_008um_00206_00555-1,False Negative
s_008um_00206_00631-1,False Negative
s_008um_00206_00632-1,False Negative
s_008um_00206_00633-1,False Negative
s_008um_00206_00634-1,False Negative
s_008um_00206_00666-1,False Negative
s_008um_00206_00672-1,False Negative
s_008um_00206_00673-1,False Negative
s_008um_00206_00674-1,False Negative
s_008um_00206_00676-1,False Negative
s_008um_00206_00677-1,False Negative
s_008um_00206_00678-1,False Negative
s_008um_00207_00419-1,False Negative
s_008um_00207_00551-1,False Negative
s_008um_00207_00552-1,False Negative
s_008um_00207_00553-1,False Negative
s_008um_00207_00554-1,False Negative
s_008um_00207_00555-1,False Negative
s_008um_00207_00632-1,False Negative
s_008um_00207_00633-1,False Negative
s_008um_00207_00666-1,False Negative
s_008um_00207_00667-1,False Negative
s_008um_00207_00668-1,False Negative
s_008um_00207_00671-1,False Negative
s_008um_00207_00672-1,False Negative
s_008um_00207_00673-1,False Negative
s_008um_00207_00674-1,False Negative
s_008um_00208_00419-1,False Negative
s_008um_00208_00552-1,False Negative
s_008um_00208_00553-1,False Negative
s_008um_00208_00667-1,False Negative
s_008um_00208_00668-1,False Negative
s_008um_00208_00669-1,False Negative
s_008um_00208_00670-1,False Negative
s_008um_00208_00671-1,False Negative
s_008um_00208_00672-1,False Negative
s_008um_00208_00673-1,False Negative
s_008um_00208_00674-1,False Negative
s_008um_00209_00363-1,False Negative
s_008um_00209_00419-1,False Negative
s_008um_00209_00667-1,False Negative
s_008um_00209_00668-1,False Negative
s_008um_00209_00669-1,False Negative
s_008um_00209_00670-1,False Negative
s_008um_00209_00671-1,False Negative
s_008um_00209_00672-1,False Negative
s_008um_00209_00673-1,False Negative
s_008um_00210_00363-1,False Negative
s_008um_00212_00250-1,False Negative
s_008um_00213_00249-1,False Negative
s_008um_00213_00250-1,False Negative
s_008um_00213_00738-1,False Negative
s_008um_00214_00250-1,False Negative
s_008um_00219_00550-1,False Negative
s_008um_00219_00551-1,False Negative
s_008um_00219_00552-1,False Negative
s_008um_00220_00550-1,False Negative
s_008um_00220_00551-1,False Negative
s_008um_00220_00552-1,False Negative
s_008um_00220_00576-1,False Negative
s_008um_00220_00577-1,False Negative
s_008um_00220_00578-1,False Negative
s_008um_00220_00739-1,False Negative
s_008um_00221_00550-1,False Negative
s_008um_00221_00551-1,False Negative
s_008um_00221_00552-1,False Negative
s_008um_00221_00576-1,False Negative
s_008um_00221_00577-1,False Negative
s_008um_00221_00578-1,False Negative
s_008um_00221_00690-1,False Negative
s_008um_00221_00746-1,False Negative
s_008um_00221_00747-1,False Negative
s_008um_00222_00550-1,False Negative
s_008um_00222_00551-1,False Negative
s_008um_00222_00552-1,False Negative
s_008um_00222_00575-1,False Negative
s_008um_00222_00576-1,False Negative
s_008um_00222_00577-1,False Negative
s_008um_00222_00578-1,False Negative
s_008um_00223_00550-1,False Negative
s_008um_00223_00551-1,False Negative
s_008um_00223_00552-1,False Negative
s_008um_00223_00575-1,False Negative
s_008um_00223_00576-1,False Negative
s_008um_00223_00577-1,False Negative
s_008um_00223_00578-1,False Negative
s_008um_00224_00551-1,False Negative
s_008um_00224_00576-1,False Negative
s_008um_00224_00577-1,False Negative
s_008um_00224_00578-1,False Negative
s_008um_00225_00743-1,False Negative
s_008um_00226_00742-1,False Negative
s_008um_00227_00487-1,False Negative
s_008um_00228_00485-1,False Negative
s_008um_00228_00486-1,False Negative
s_008um_00232_00481-1,False Negative
s_008um_00232_00748-1,False Negative
s_008um_00232_00749-1,False Negative
s_008um_00233_00479-1,False Negative
s_008um_00233_00480-1,False Negative
s_008um_00233_00481-1,False Negative
s_008um_00233_00482-1,False Negative
s_008um_00233_00747-1,False Negative
s_008um_00233_00748-1,False Negative
s_008um_00233_00749-1,False Negative
s_008um_00233_00750-1,False Negative
s_008um_00234_00478-1,False Negative
s_008um_00234_00479-1,False Negative
s_008um_00234_00480-1,False Negative
s_008um_00234_00481-1,False Negative
s_008um_00234_00747-1,False Negative
s_008um_00234_00748-1,False Negative
s_008um_00234_00749-1,False Negative
s_008um_00234_00750-1,False Negative
s_008um_00235_00477-1,False Negative
s_008um_00235_00478-1,False Negative
s_008um_00235_00479-1,False Negative
s_008um_00235_00480-1,False Negative
s_008um_00235_00481-1,False Negative
s_008um_00235_00714-1,False Negative
s_008um_00235_00725-1,False Negative
s_008um_00235_00729-1,False Negative
s_008um_00235_00747-1,False Negative
s_008um_00235_00748-1,False Negative
s_008um_00235_00749-1,False Negative
s_008um_00236_00241-1,False Negative
s_008um_00236_00478-1,False Negative
s_008um_00236_00479-1,False Negative
s_008um_00236_00480-1,False Negative
s_008um_00236_00715-1,False Negative
s_008um_00236_00716-1,False Negative
s_008um_00236_00726-1,False Negative
s_008um_00236_00727-1,False Negative
s_008um_00236_00743-1,False Negative
s_008um_00236_00744-1,False Negative
s_008um_00236_00745-1,False Negative
s_008um_00237_00241-1,False Negative
s_008um_00237_00255-1,False Negative
s_008um_00237_00256-1,False Negative
s_008um_00237_00257-1,False Negative
s_008um_00237_00743-1,False Negative
s_008um_00237_00744-1,False Negative
s_008um_00237_00745-1,False Negative
s_008um_00238_00255-1,False Negative
s_008um_00238_00256-1,False Negative
s_008um_00238_00257-1,False Negative
s_008um_00238_00258-1,False Negative
s_008um_00238_00743-1,False Negative
s_008um_00238_00744-1,False Negative
s_008um_00238_00745-1,False Negative
s_008um_00238_00746-1,False Negative
s_008um_00239_00243-1,False Negative
s_008um_00239_00244-1,False Negative
s_008um_00239_00245-1,False Negative
s_008um_00239_00246-1,False Negative
s_008um_00239_00247-1,False Negative
s_008um_00239_00254-1,False Negative
s_008um_00239_00255-1,False Negative
s_008um_00239_00256-1,False Negative
s_008um_00239_00257-1,False Negative
s_008um_00239_00455-1,False Negative
s_008um_00239_00470-1,False Negative
s_008um_00239_00471-1,False Negative
s_008um_00239_00472-1,False Negative
s_008um_00239_00727-1,False Negative
s_008um_00239_00728-1,False Negative
s_008um_00239_00729-1,False Negative
s_008um_00239_00730-1,False Negative
s_008um_00239_00731-1,False Negative
s_008um_00239_00732-1,False Negative
s_008um_00239_00733-1,False Negative
s_008um_00239_00744-1,False Negative
s_008um_00239_00745-1,False Negative
s_008um_00239_00746-1,False Negative
s_008um_00239_00748-1,False Negative
s_008um_00239_00752-1,False Negative
s_008um_00240_00255-1,False Negative
s_008um_00240_00256-1,False Negative
s_008um_00240_00257-1,False Negative
s_008um_00240_00455-1,False Negative
s_008um_00240_00470-1,False Negative
s_008um_00240_00471-1,False Negative
s_008um_00240_00472-1,False Negative
s_008um_00240_00728-1,False Negative
s_008um_00240_00729-1,False Negative
s_008um_00240_00730-1,False Negative
s_008um_00240_00731-1,False Negative
s_008um_00240_00732-1,False Negative
s_008um_00240_00733-1,False Negative
s_008um_00240_00744-1,False Negative
s_008um_00240_00745-1,False Negative
s_008um_00241_00376-1,False Negative
s_008um_00241_00377-1,False Negative
s_008um_00241_00378-1,False Negative
s_008um_00241_00379-1,False Negative
s_008um_00241_00454-1,False Negative
s_008um_00241_00455-1,False Negative
s_008um_00241_00470-1,False Negative
s_008um_00241_00471-1,False Negative
s_008um_00241_00472-1,False Negative
s_008um_00241_00728-1,False Negative
s_008um_00241_00729-1,False Negative
s_008um_00241_00730-1,False Negative
s_008um_00241_00731-1,False Negative
s_008um_00242_00376-1,False Negative
s_008um_00242_00377-1,False Negative
s_008um_00242_00378-1,False Negative
s_008um_00242_00379-1,False Negative
s_008um_00242_00454-1,False Negative
s_008um_00242_00455-1,False Negative
s_008um_00243_00376-1,False Negative
s_008um_00243_00377-1,False Negative
