Barcode,Difference
s_008um_00436_00295-1,0
s_008um_00224_00806-1,0
s_008um_00311_00658-1,0
s_008um_00504_00160-1,0
s_008um_00268_00265-1,0
s_008um_00400_00803-1,0
s_008um_00147_00313-1,0
s_008um_00194_00580-1,0
s_008um_00221_00631-1,0
s_008um_00166_00641-1,0
s_008um_00141_00272-1,0
s_008um_00428_00716-1,0
s_008um_00506_00577-1,0
s_008um_00415_00407-1,0
s_008um_00314_00392-1,0
s_008um_00423_00250-1,0
s_008um_00267_00658-1,0
s_008um_00507_00208-1,0
s_008um_00207_00625-1,0
s_008um_00281_00710-1,0
s_008um_00299_00809-1,0
s_008um_00421_00761-1,0
s_008um_00091_00459-1,0
s_008um_00199_00756-1,0
s_008um_00372_00827-1,0
s_008um_00285_00286-1,0
s_008um_00200_00381-1,0
s_008um_00129_00207-1,0
s_008um_00285_00496-1,0
s_008um_00476_00639-1,0
s_008um_00364_00776-1,0
s_008um_00251_00358-1,0
s_008um_00096_00456-1,0
s_008um_00237_00579-1,0
s_008um_00164_00292-1,0
s_008um_00514_00546-1,0
s_008um_00322_00393-1,0
s_008um_00282_00807-1,0
s_008um_00578_00675-1,0
s_008um_00162_00309-1,0
s_008um_00158_00448-1,0
s_008um_00343_00394-1,0
s_008um_00207_00623-1,0
s_008um_00500_00565-1,0
s_008um_00134_00401-1,0
s_008um_00430_00711-1,0
s_008um_00123_00562-1,0
s_008um_00621_00574-1,0
s_008um_00483_00768-1,0
s_008um_00186_00447-1,0
s_008um_00318_00636-1,0
s_008um_00161_00763-1,0
s_008um_00223_00619-1,0
s_008um_00231_00732-1,0
s_008um_00523_00513-1,0
s_008um_00265_00284-1,0
s_008um_00492_00697-1,0
s_008um_00483_00220-1,0
s_008um_00285_00265-1,0
s_008um_00543_00518-1,0
s_008um_00621_00603-1,0
s_008um_00429_00556-1,0
s_008um_00259_00241-1,0
s_008um_00400_00414-1,0
s_008um_00242_00795-1,0
s_008um_00634_00608-1,0
s_008um_00135_00447-1,0
s_008um_00326_00476-1,0
s_008um_00079_00333-1,0
s_008um_00486_00783-1,0
s_008um_00168_00684-1,0
s_008um_00154_00480-1,0
s_008um_00515_00351-1,0
s_008um_00342_00515-1,0
s_008um_00156_00662-1,0
s_008um_00455_00345-1,0
s_008um_00537_00737-1,0
s_008um_00328_00800-1,0
s_008um_00335_00803-1,0
s_008um_00510_00552-1,0
s_008um_00457_00402-1,0
s_008um_00114_00431-1,0
s_008um_00410_00473-1,0
s_008um_00515_00352-1,0
s_008um_00407_00326-1,0
s_008um_00249_00446-1,0
s_008um_00545_00434-1,0
s_008um_00374_00335-1,0
s_008um_00512_00173-1,0
s_008um_00295_00450-1,0
s_008um_00178_00459-1,0
s_008um_00434_00352-1,0
s_008um_00191_00691-1,0
s_008um_00148_00477-1,0
s_008um_00388_00412-1,0
s_008um_00167_00314-1,0
s_008um_00221_00750-1,0
s_008um_00109_00633-1,0
s_008um_00208_00588-1,0
s_008um_00255_00452-1,0
s_008um_00181_00737-1,0
s_008um_00031_00657-1,0
s_008um_00340_00186-1,0
s_008um_00419_00782-1,0
s_008um_00802_00203-1,0
s_008um_00463_00207-1,0
s_008um_00606_00571-1,0
s_008um_00199_00664-1,0
s_008um_00431_00223-1,0
s_008um_00484_00406-1,0
s_008um_00490_00375-1,0
s_008um_00323_00293-1,0
s_008um_00374_00536-1,0
s_008um_00505_00687-1,0
s_008um_00272_00756-1,0
s_008um_00198_00402-1,0
s_008um_00315_00254-1,0
s_008um_00121_00295-1,0
s_008um_00551_00475-1,0
s_008um_00522_00282-1,0
s_008um_00504_00196-1,0
s_008um_00259_00667-1,0
s_008um_00200_00662-1,0
s_008um_00542_00315-1,0
s_008um_00097_00558-1,0
s_008um_00357_00277-1,0
s_008um_00147_00716-1,0
s_008um_00249_00463-1,0
s_008um_00282_00232-1,0
s_008um_00306_00345-1,0
s_008um_00299_00734-1,0
s_008um_00481_00754-1,0
s_008um_00269_00574-1,0
s_008um_00094_00597-1,0
s_008um_00402_00384-1,0
s_008um_00221_00386-1,0
s_008um_00141_00517-1,0
s_008um_00332_00257-1,0
s_008um_00279_00235-1,0
s_008um_00370_00242-1,0
s_008um_00363_00303-1,0
s_008um_00326_00638-1,0
s_008um_00089_00631-1,0
s_008um_00511_00691-1,0
s_008um_00104_00478-1,0
s_008um_00073_00549-1,0
s_008um_00318_00367-1,0
s_008um_00273_00530-1,0
s_008um_00246_00745-1,0
s_008um_00112_00449-1,0
s_008um_00096_00473-1,0
s_008um_00102_00511-1,0
s_008um_00513_00421-1,0
s_008um_00422_00113-1,0
s_008um_00469_00503-1,0
s_008um_00294_00164-1,0
s_008um_00214_00742-1,0
s_008um_00272_00262-1,0
s_008um_00464_00458-1,0
s_008um_00437_00533-1,0
s_008um_00429_00187-1,0
s_008um_00386_00327-1,0
s_008um_00192_00488-1,0
s_008um_00504_00174-1,0
s_008um_00096_00434-1,0
s_008um_00212_00726-1,0
s_008um_00414_00828-1,0
s_008um_00618_00445-1,0
s_008um_00519_00548-1,0
s_008um_00136_00264-1,0
s_008um_00309_00634-1,0
s_008um_00647_00625-1,0
s_008um_00257_00369-1,0
s_008um_00375_00062-1,0
s_008um_00075_00499-1,0
s_008um_00104_00300-1,0
s_008um_00126_00327-1,0
s_008um_00200_00731-1,0
s_008um_00281_00259-1,0
s_008um_00570_00539-1,0
s_008um_00276_00698-1,0
s_008um_00207_00289-1,0
s_008um_00281_00766-1,0
s_008um_00394_00127-1,0
s_008um_00152_00564-1,0
s_008um_00443_00387-1,0
s_008um_00321_00397-1,0
s_008um_00370_00639-1,0
s_008um_00232_00329-1,0
s_008um_00611_00534-1,0
s_008um_00126_00613-1,0
s_008um_00552_00287-1,0
s_008um_00493_00164-1,0
s_008um_00488_00802-1,0
s_008um_00474_00234-1,0
s_008um_00354_00145-1,0
s_008um_00582_00621-1,0
s_008um_00279_00608-1,0
s_008um_00123_00538-1,0
s_008um_00123_00504-1,0
s_008um_00207_00351-1,0
s_008um_00399_00830-1,0
s_008um_00132_00620-1,0
s_008um_00371_00778-1,0
s_008um_00523_00175-1,0
s_008um_00524_00600-1,0
s_008um_00397_00108-1,0
s_008um_00090_00629-1,0
s_008um_00243_00166-1,0
s_008um_00123_00398-1,0
s_008um_00340_00794-1,0
s_008um_00148_00391-1,0
s_008um_00260_00731-1,0
s_008um_00314_00736-1,0
s_008um_00363_00312-1,0
s_008um_00357_00334-1,0
s_008um_00265_00713-1,0
s_008um_00191_00655-1,0
s_008um_00297_00385-1,0
s_008um_00338_00135-1,0
s_008um_00257_00546-1,0
s_008um_00454_00256-1,0
s_008um_00202_00684-1,0
s_008um_00320_00105-1,0
s_008um_00566_00713-1,0
s_008um_00451_00600-1,0
s_008um_00037_00549-1,0
s_008um_00115_00562-1,0
s_008um_00375_00761-1,0
s_008um_00230_00705-1,0
s_008um_00198_00332-1,0
s_008um_00446_00531-1,0
s_008um_00426_00395-1,0
s_008um_00217_00304-1,0
s_008um_00482_00275-1,0
s_008um_00115_00393-1,0
s_008um_00212_00528-1,0
s_008um_00269_00646-1,0
s_008um_00422_00753-1,0
s_008um_00131_00489-1,0
s_008um_00307_00296-1,0
s_008um_00313_00627-1,0
s_008um_00121_00437-1,0
s_008um_00147_00245-1,0
s_008um_00632_00552-1,0
s_008um_00157_00759-1,0
s_008um_00165_00676-1,0
s_008um_00094_00411-1,0
s_008um_00248_00764-1,0
s_008um_00145_00620-1,0
s_008um_00427_00386-1,0
s_008um_00357_00413-1,0
s_008um_00073_00444-1,0
s_008um_00293_00623-1,0
s_008um_00352_00313-1,0
s_008um_00202_00330-1,0
s_008um_00587_00444-1,0
s_008um_00468_00533-1,0
s_008um_00367_00347-1,0
s_008um_00217_00749-1,0
s_008um_00380_00526-1,0
s_008um_00185_00724-1,0
s_008um_00084_00529-1,0
s_008um_00393_00466-1,0
s_008um_00471_00401-1,0
s_008um_00536_00397-1,0
s_008um_00438_00517-1,0
s_008um_00610_00552-1,0
s_008um_00239_00458-1,0
s_008um_00154_00628-1,0
s_008um_00297_00753-1,0
s_008um_00536_00310-1,0
s_008um_00385_00443-1,0
s_008um_00483_00779-1,0
s_008um_00242_00189-1,0
s_008um_00080_00554-1,0
s_008um_00529_00339-1,0
s_008um_00190_00551-1,0
s_008um_00275_00499-1,0
s_008um_00245_00731-1,0
s_008um_00362_00154-1,0
s_008um_00554_00762-1,0
s_008um_00237_00746-1,0
s_008um_00427_00794-1,0
s_008um_00345_00236-1,0
s_008um_00417_00448-1,0
s_008um_00833_00824-1,0
s_008um_00333_00595-1,0
s_008um_00390_00482-1,0
s_008um_00133_00443-1,0
s_008um_00343_00261-1,0
s_008um_00367_00535-1,0
s_008um_00427_00775-1,0
s_008um_00134_00481-1,0
s_008um_00068_00403-1,0
s_008um_00411_00294-1,0
s_008um_00567_00425-1,0
s_008um_00254_00277-1,0
s_008um_00421_00480-1,0
s_008um_00375_00611-1,0
s_008um_00157_00483-1,0
s_008um_00303_00408-1,0
s_008um_00599_00423-1,0
s_008um_00482_00495-1,0
s_008um_00516_00243-1,0
s_008um_00465_00664-1,0
s_008um_00130_00620-1,0
s_008um_00153_00423-1,0
s_008um_00475_00204-1,0
s_008um_00314_00732-1,0
s_008um_00465_00340-1,0
s_008um_00309_00462-1,0
s_008um_00127_00551-1,0
s_008um_00328_00828-1,0
s_008um_00195_00353-1,0
s_008um_00359_00370-1,0
s_008um_00513_00543-1,0
s_008um_00278_00242-1,0
s_008um_00335_00490-1,0
s_008um_00483_00194-1,0
s_008um_00514_00393-1,0
s_008um_00345_00654-1,0
s_008um_00228_00740-1,0
s_008um_00464_00573-1,0
s_008um_00643_00585-1,0
s_008um_00544_00257-1,0
s_008um_00232_00666-1,0
s_008um_00228_00215-1,0
s_008um_00243_00631-1,0
s_008um_00604_00644-1,0
s_008um_00179_00378-1,0
s_008um_00606_00547-1,0
s_008um_00228_00705-1,0
s_008um_00353_00275-1,0
s_008um_00436_00527-1,0
s_008um_00444_00101-1,0
s_008um_00321_00146-1,0
s_008um_00350_00634-1,0
s_008um_00070_00525-1,0
s_008um_00559_00433-1,0
s_008um_00135_00702-1,0
s_008um_00439_00696-1,0
s_008um_00200_00393-1,0
s_008um_00561_00428-1,0
s_008um_00443_00409-1,0
s_008um_00122_00671-1,0
s_008um_00585_00651-1,0
s_008um_00309_00277-1,0
s_008um_00296_00473-1,0
s_008um_00331_00145-1,0
s_008um_00321_00403-1,0
s_008um_00271_00609-1,0
s_008um_00437_00258-1,0
s_008um_00416_00773-1,0
s_008um_00391_00411-1,0
s_008um_00509_00204-1,0
s_008um_00147_00607-1,0
s_008um_00223_00614-1,0
s_008um_00434_00287-1,0
s_008um_00484_00654-1,0
s_008um_00200_00331-1,0
s_008um_00599_00411-1,0
s_008um_00361_00501-1,0
s_008um_00429_00103-1,0
s_008um_00233_00137-1,0
s_008um_00382_00757-1,0
s_008um_00228_00820-1,0
s_008um_00100_00525-1,0
s_008um_00562_00659-1,0
s_008um_00453_00801-1,0
s_008um_00454_00285-1,0
s_008um_00537_00382-1,0
s_008um_00129_00299-1,0
s_008um_00147_00738-1,0
s_008um_00252_00474-1,0
s_008um_00305_00710-1,0
s_008um_00400_00325-1,0
s_008um_00272_00209-1,0
s_008um_00443_00527-1,0
s_008um_00430_00501-1,0
s_008um_00420_00369-1,0
s_008um_00422_00522-1,0
s_008um_00459_00397-1,0
s_008um_00294_00450-1,0
s_008um_00625_00632-1,0
s_008um_00542_00293-1,0
s_008um_00443_00324-1,0
s_008um_00111_00335-1,0
s_008um_00515_00684-1,0
s_008um_00583_00674-1,0
s_008um_00334_00613-1,0
s_008um_00332_00745-1,0
s_008um_00187_00565-1,0
s_008um_00257_00549-1,0
s_008um_00208_00159-1,0
s_008um_00407_00415-1,0
s_008um_00153_00261-1,0
s_008um_00616_00637-1,0
s_008um_00507_00304-1,0
s_008um_00216_00160-1,0
s_008um_00092_00505-1,0
s_008um_00074_00579-1,0
s_008um_00429_00832-1,0
s_008um_00367_00799-1,0
s_008um_00272_00710-1,0
s_008um_00364_00485-1,0
s_008um_00193_00796-1,0
s_008um_00078_00344-1,0
s_008um_00512_00799-1,0
s_008um_00393_00725-1,0
s_008um_00495_00749-1,0
s_008um_00321_00314-1,0
s_008um_00310_00169-1,0
s_008um_00481_00673-1,0
s_008um_00439_00563-1,0
s_008um_00531_00197-1,0
s_008um_00507_00346-1,0
s_008um_00428_00510-1,0
s_008um_00249_00244-1,0
s_008um_00596_00484-1,0
s_008um_00276_00676-1,0
s_008um_00504_00239-1,0
s_008um_00277_00613-1,0
s_008um_00486_00167-1,0
s_008um_00089_00292-1,0
s_008um_00086_00565-1,0
s_008um_00251_00675-1,0
s_008um_00313_00612-1,0
s_008um_00222_00391-1,0
s_008um_00336_00479-1,0
s_008um_00574_00439-1,0
s_008um_00454_00430-1,0
s_008um_00123_00383-1,0
s_008um_00100_00344-1,0
s_008um_00416_00330-1,0
s_008um_00460_00300-1,0
s_008um_00386_00266-1,0
s_008um_00439_00343-1,0
s_008um_00273_00620-1,0
s_008um_00225_00806-1,0
s_008um_00244_00565-1,0
s_008um_00317_00444-1,0
s_008um_00416_00189-1,0
s_008um_00504_00490-1,0
s_008um_00374_00189-1,0
s_008um_00518_00173-1,0
s_008um_00290_00601-1,0
s_008um_00185_00501-1,0
s_008um_00278_00815-1,0
s_008um_00394_00743-1,0
s_008um_00153_00495-1,0
s_008um_00277_00429-1,0
s_008um_00387_00568-1,0
s_008um_00218_00523-1,0
s_008um_00569_00393-1,0
s_008um_00322_00783-1,0
s_008um_00238_00445-1,0
s_008um_00300_00315-1,0
s_008um_00348_00182-1,0
s_008um_00494_00432-1,0
s_008um_00307_00463-1,0
s_008um_00399_00423-1,0
s_008um_00348_00764-1,0
s_008um_00356_00664-1,0
s_008um_00429_00772-1,0
s_008um_00443_00548-1,0
s_008um_00192_00785-1,0
s_008um_00223_00429-1,0
s_008um_00519_00730-1,0
s_008um_00571_00670-1,0
s_008um_00565_00557-1,0
s_008um_00162_00328-1,0
s_008um_00371_00630-1,0
s_008um_00556_00362-1,0
s_008um_00222_00517-1,0
s_008um_00477_00500-1,0
s_008um_00243_00662-1,0
s_008um_00237_00310-1,0
s_008um_00426_00146-1,0
s_008um_00415_00613-1,0
s_008um_00165_00710-1,0
s_008um_00492_00303-1,0
s_008um_00461_00146-1,0
s_008um_00390_00568-1,0
s_008um_00511_00733-1,0
s_008um_00296_00167-1,0
s_008um_00178_00173-1,0
s_008um_00425_00516-1,0
s_008um_00352_00773-1,0
s_008um_00090_00547-1,0
s_008um_00287_00637-1,0
s_008um_00416_00123-1,0
s_008um_00398_00413-1,0
s_008um_00164_00368-1,0
s_008um_00363_00744-1,0
s_008um_00328_00803-1,0
s_008um_00300_00730-1,0
s_008um_00114_00307-1,0
s_008um_00266_00355-1,0
s_008um_00487_00418-1,0
s_008um_00376_00284-1,0
s_008um_00318_00446-1,0
s_008um_00164_00195-1,0
s_008um_00358_00230-1,0
s_008um_00361_00146-1,0
s_008um_00425_00425-1,0
s_008um_00451_00431-1,0
s_008um_00531_00456-1,0
s_008um_00347_00236-1,0
s_008um_00563_00389-1,0
s_008um_00269_00683-1,0
s_008um_00365_00741-1,0
s_008um_00314_00394-1,0
s_008um_00210_00253-1,0
s_008um_00275_00628-1,0
s_008um_00528_00373-1,0
s_008um_00360_00643-1,0
s_008um_00465_00250-1,0
s_008um_00087_00393-1,0
s_008um_00459_00297-1,0
s_008um_00523_00543-1,0
s_008um_00538_00576-1,0
s_008um_00526_00562-1,0
s_008um_00060_00585-1,0
s_008um_00477_00512-1,0
s_008um_00192_00666-1,0
s_008um_00477_00785-1,0
s_008um_00256_00384-1,0
s_008um_00596_00513-1,0
s_008um_00558_00471-1,0
s_008um_00316_00491-1,0
s_008um_00552_00321-1,0
s_008um_00346_00620-1,0
s_008um_00215_00164-1,0
s_008um_00580_00428-1,0
s_008um_00496_00583-1,0
s_008um_00575_00421-1,0
s_008um_00568_00489-1,0
s_008um_00452_00339-1,0
s_008um_00322_00778-1,0
s_008um_00296_00420-1,0
s_008um_00293_00618-1,0
s_008um_00316_00447-1,0
s_008um_00488_00506-1,0
s_008um_00329_00144-1,0
s_008um_00431_00303-1,0
s_008um_00390_00530-1,0
s_008um_00263_00158-1,0
s_008um_00214_00688-1,0
s_008um_00437_00382-1,0
s_008um_00607_00630-1,0
s_008um_00410_00761-1,0
s_008um_00163_00759-1,0
s_008um_00227_00317-1,0
s_008um_00133_00665-1,0
s_008um_00435_00115-1,0
s_008um_00135_00670-1,0
s_008um_00612_00633-1,0
s_008um_00186_00550-1,0
s_008um_00309_00791-1,0
s_008um_00207_00783-1,0
s_008um_00263_00746-1,0
s_008um_00590_00611-1,0
s_008um_00796_00047-1,0
s_008um_00494_00494-1,0
s_008um_00092_00397-1,0
s_008um_00141_00589-1,0
s_008um_00264_00339-1,0
s_008um_00390_00580-1,0
s_008um_00070_00594-1,0
s_008um_00315_00421-1,0
s_008um_00376_00525-1,0
s_008um_00172_00180-1,0
s_008um_00327_00269-1,0
s_008um_00079_00465-1,0
s_008um_00581_00436-1,0
s_008um_00143_00424-1,0
s_008um_00138_00639-1,0
s_008um_00447_00131-1,0
s_008um_00532_00471-1,0
s_008um_00264_00610-1,0
s_008um_00142_00613-1,0
s_008um_00313_00502-1,0
s_008um_00224_00707-1,0
s_008um_00501_00565-1,0
s_008um_00356_00268-1,0
s_008um_00553_00666-1,0
s_008um_00512_00756-1,0
s_008um_00374_00756-1,0
s_008um_00555_00485-1,0
s_008um_00446_00690-1,0
s_008um_00449_00702-1,0
s_008um_00415_00241-1,0
s_008um_00119_00491-1,0
s_008um_00468_00259-1,0
s_008um_00329_00119-1,0
s_008um_00225_00716-1,0
s_008um_00356_00421-1,0
s_008um_00209_00350-1,0
s_008um_00164_00474-1,0
s_008um_00457_00293-1,0
s_008um_00133_00646-1,0
s_008um_00351_00560-1,0
s_008um_00488_00279-1,0
s_008um_00394_00707-1,0
s_008um_00121_00630-1,0
s_008um_00233_00623-1,0
s_008um_00286_00661-1,0
s_008um_00266_00713-1,0
s_008um_00269_00266-1,0
s_008um_00593_00692-1,0
s_008um_00238_00679-1,0
s_008um_00476_00650-1,0
s_008um_00089_00338-1,0
s_008um_00245_00175-1,0
s_008um_00575_00546-1,0
s_008um_00397_00837-1,0
s_008um_00525_00520-1,0
s_008um_00372_00100-1,0
s_008um_00278_00668-1,0
s_008um_00307_00320-1,0
s_008um_00243_00452-1,0
s_008um_00413_00654-1,0
s_008um_00302_00201-1,0
s_008um_00457_00388-1,0
s_008um_00603_00366-1,0
s_008um_00089_00550-1,0
s_008um_00289_00329-1,0
s_008um_00226_00332-1,0
s_008um_00300_00581-1,0
s_008um_00457_00668-1,0
s_008um_00301_00262-1,0
s_008um_00496_00582-1,0
s_008um_00280_00138-1,0
s_008um_00201_00777-1,0
s_008um_00401_00609-1,0
s_008um_00092_00556-1,0
s_008um_00266_00366-1,0
s_008um_00435_00678-1,0
s_008um_00161_00566-1,0
s_008um_00567_00548-1,0
s_008um_00601_00565-1,0
s_008um_00161_00613-1,0
s_008um_00580_00415-1,0
s_008um_00415_00231-1,0
s_008um_00391_00133-1,0
s_008um_00374_00620-1,0
s_008um_00079_00525-1,0
s_008um_00486_00398-1,0
s_008um_00255_00390-1,0
s_008um_00223_00160-1,0
s_008um_00584_00319-1,0
s_008um_00382_00305-1,0
s_008um_00132_00497-1,0
s_008um_00254_00191-1,0
s_008um_00065_00554-1,0
s_008um_00358_00306-1,0
s_008um_00637_00613-1,0
s_008um_00247_00451-1,0
s_008um_00258_00582-1,0
s_008um_00385_00715-1,0
s_008um_00574_00675-1,0
s_008um_00489_00190-1,0
s_008um_00530_00704-1,0
s_008um_00340_00743-1,0
s_008um_00195_00403-1,0
s_008um_00396_00638-1,0
s_008um_00600_00616-1,0
s_008um_00058_00406-1,0
s_008um_00309_00349-1,0
s_008um_00178_00661-1,0
s_008um_00129_00423-1,0
s_008um_00300_00706-1,0
s_008um_00441_00500-1,0
s_008um_00415_00583-1,0
s_008um_00247_00241-1,0
s_008um_00515_00767-1,0
s_008um_00461_00488-1,0
s_008um_00321_00125-1,0
s_008um_00529_00582-1,0
s_008um_00586_00584-1,0
s_008um_00492_00319-1,0
s_008um_00158_00175-1,0
s_008um_00378_00564-1,0
s_008um_00473_00415-1,0
s_008um_00385_00436-1,0
s_008um_00320_00788-1,0
s_008um_00249_00701-1,0
s_008um_00584_00546-1,0
s_008um_00551_00286-1,0
s_008um_00541_00734-1,0
s_008um_00418_00550-1,0
s_008um_00089_00475-1,0
s_008um_00359_00323-1,0
s_008um_00147_00739-1,0
s_008um_00189_00559-1,0
s_008um_00232_00681-1,0
s_008um_00326_00673-1,0
s_008um_00248_00261-1,0
s_008um_00424_00599-1,0
s_008um_00359_00206-1,0
s_008um_00421_00655-1,0
s_008um_00467_00751-1,0
s_008um_00429_00493-1,0
s_008um_00353_00333-1,0
s_008um_00376_00130-1,0
s_008um_00472_00462-1,0
s_008um_00118_00509-1,0
s_008um_00323_00370-1,0
s_008um_00514_00390-1,0
s_008um_00319_00802-1,0
s_008um_00327_00680-1,0
s_008um_00263_00248-1,0
s_008um_00199_00654-1,0
s_008um_00331_00112-1,0
s_008um_00201_00367-1,0
s_008um_00305_00248-1,0
s_008um_00161_00467-1,0
s_008um_00343_00093-1,0
s_008um_00200_00391-1,0
s_008um_00157_00174-1,0
s_008um_00533_00213-1,0
s_008um_00553_00283-1,0
s_008um_00215_00235-1,0
s_008um_00408_00768-1,0
s_008um_00271_00627-1,0
s_008um_00590_00305-1,0
s_008um_00520_00539-1,0
s_008um_00231_00175-1,0
s_008um_00490_00313-1,0
s_008um_00223_00275-1,0
s_008um_00313_00668-1,0
s_008um_00215_00769-1,0
s_008um_00312_00471-1,0
s_008um_00372_00665-1,0
s_008um_00471_00207-1,0
s_008um_00248_00409-1,0
s_008um_00310_00101-1,0
s_008um_00478_00439-1,0
s_008um_00515_00257-1,0
s_008um_00022_00299-1,0
s_008um_00170_00281-1,0
s_008um_00206_00527-1,0
s_008um_00048_00326-1,0
s_008um_00310_00576-1,0
s_008um_00589_00433-1,0
s_008um_00475_00332-1,0
s_008um_00632_00408-1,0
s_008um_00502_00718-1,0
s_008um_00506_00773-1,0
s_008um_00245_00227-1,0
s_008um_00643_00579-1,0
s_008um_00327_00561-1,0
s_008um_00522_00227-1,0
s_008um_00476_00791-1,0
s_008um_00609_00493-1,0
s_008um_00413_00466-1,0
s_008um_00138_00365-1,0
s_008um_00191_00565-1,0
s_008um_00256_00657-1,0
s_008um_00318_00458-1,0
s_008um_00315_00427-1,0
s_008um_00204_00398-1,0
s_008um_00555_00731-1,0
s_008um_00602_00478-1,0
s_008um_00496_00451-1,0
s_008um_00108_00402-1,0
s_008um_00460_00577-1,0
s_008um_00416_00805-1,0
s_008um_00245_00375-1,0
s_008um_00524_00296-1,0
s_008um_00115_00348-1,0
s_008um_00132_00696-1,0
s_008um_00527_00670-1,0
s_008um_00410_00812-1,0
s_008um_00266_00230-1,0
s_008um_00155_00671-1,0
s_008um_00483_00597-1,0
s_008um_00185_00736-1,0
s_008um_00398_00768-1,0
s_008um_00422_00661-1,0
s_008um_00266_00608-1,0
s_008um_00161_00443-1,0
s_008um_00401_00824-1,0
s_008um_00498_00472-1,0
s_008um_00159_00676-1,0
s_008um_00365_00202-1,0
s_008um_00343_00444-1,0
s_008um_00620_00506-1,0
s_008um_00410_00515-1,0
s_008um_00337_00551-1,0
s_008um_00378_00837-1,0
s_008um_00557_00339-1,0
s_008um_00259_00527-1,0
s_008um_00582_00402-1,0
s_008um_00420_00595-1,0
s_008um_00513_00276-1,0
s_008um_00479_00328-1,0
s_008um_00289_00673-1,0
s_008um_00397_00781-1,0
s_008um_00313_00654-1,0
s_008um_00177_00190-1,0
s_008um_00339_00186-1,0
s_008um_00427_00524-1,0
s_008um_00565_00643-1,0
s_008um_00134_00286-1,0
s_008um_00370_00103-1,0
s_008um_00409_00102-1,0
s_008um_00164_00389-1,0
s_008um_00434_00364-1,0
s_008um_00362_00277-1,0
s_008um_00199_00303-1,0
s_008um_00364_00345-1,0
s_008um_00605_00393-1,0
s_008um_00440_00523-1,0
s_008um_00422_00714-1,0
s_008um_00566_00349-1,0
s_008um_00198_00674-1,0
s_008um_00480_00259-1,0
s_008um_00223_00549-1,0
s_008um_00364_00335-1,0
s_008um_00204_00773-1,0
s_008um_00566_00388-1,0
s_008um_00253_00517-1,0
s_008um_00341_00123-1,0
s_008um_00219_00539-1,0
s_008um_00090_00602-1,0
s_008um_00371_00344-1,0
s_008um_00424_00541-1,0
s_008um_00377_00509-1,0
s_008um_00121_00478-1,0
s_008um_00347_00465-1,0
s_008um_00245_00654-1,0
s_008um_00267_00441-1,0
s_008um_00315_00525-1,0
s_008um_00165_00744-1,0
s_008um_00467_00475-1,0
s_008um_00399_00064-1,0
s_008um_00334_00575-1,0
s_008um_00519_00265-1,0
s_008um_00219_00569-1,0
s_008um_00383_00194-1,0
s_008um_00544_00744-1,0
s_008um_00478_00377-1,0
s_008um_00360_00739-1,0
s_008um_00382_00306-1,0
s_008um_00552_00451-1,0
s_008um_00412_00287-1,0
s_008um_00215_00814-1,0
s_008um_00411_00193-1,0
s_008um_00457_00412-1,0
s_008um_00462_00753-1,0
s_008um_00490_00700-1,0
s_008um_00540_00461-1,0
s_008um_00272_00737-1,0
s_008um_00329_00192-1,0
s_008um_00310_00634-1,0
s_008um_00511_00680-1,0
s_008um_00451_00139-1,0
s_008um_00233_00458-1,0
s_008um_00120_00466-1,0
s_008um_00121_00273-1,0
s_008um_00514_00308-1,0
s_008um_00207_00459-1,0
s_008um_00186_00458-1,0
s_008um_00440_00097-1,0
s_008um_00184_00206-1,0
s_008um_00262_00189-1,0
s_008um_00503_00421-1,0
s_008um_00080_00331-1,0
s_008um_00523_00643-1,0
s_008um_00173_00461-1,0
s_008um_00088_00592-1,0
s_008um_00366_00064-1,0
s_008um_00396_00069-1,0
s_008um_00314_00796-1,0
s_008um_00152_00350-1,0
s_008um_00218_00741-1,0
s_008um_00584_00362-1,0
s_008um_00442_00810-1,0
s_008um_00350_00462-1,0
s_008um_00341_00564-1,0
s_008um_00407_00781-1,0
s_008um_00266_00152-1,0
s_008um_00291_00423-1,0
s_008um_00315_00363-1,0
s_008um_00094_00499-1,0
s_008um_00223_00779-1,0
s_008um_00240_00558-1,0
s_008um_00282_00781-1,0
s_008um_00249_00559-1,0
s_008um_00091_00383-1,0
s_008um_00545_00591-1,0
s_008um_00560_00449-1,0
s_008um_00442_00690-1,0
s_008um_00438_00442-1,0
s_008um_00555_00575-1,0
s_008um_00291_00299-1,0
s_008um_00134_00566-1,0
s_008um_00592_00549-1,0
s_008um_00527_00323-1,0
s_008um_00424_00458-1,0
s_008um_00515_00502-1,0
s_008um_00160_00710-1,0
s_008um_00106_00612-1,0
s_008um_00203_00250-1,0
s_008um_00100_00608-1,0
s_008um_00561_00742-1,0
s_008um_00470_00581-1,0
s_008um_00318_00486-1,0
s_008um_00322_00731-1,0
s_008um_00074_00486-1,0
s_008um_00574_00725-1,0
s_008um_00531_00203-1,0
s_008um_00570_00718-1,0
s_008um_00385_00488-1,0
s_008um_00027_00285-1,0
s_008um_00212_00486-1,0
s_008um_00307_00678-1,0
s_008um_00187_00624-1,0
s_008um_00166_00183-1,0
s_008um_00580_00549-1,0
s_008um_00258_00617-1,0
s_008um_00564_00523-1,0
s_008um_00558_00734-1,0
s_008um_00482_00696-1,0
s_008um_00220_00151-1,0
s_008um_00515_00585-1,0
s_008um_00439_00294-1,0
s_008um_00491_00724-1,0
s_008um_00147_00500-1,0
s_008um_00238_00409-1,0
